Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
SARAY ISTANBUL,فندق سراي اسطنبول الفندقية,Makkah,10005458,1-Star,Active,258856
RAWHANYA HOTEL,فندق الروحانية الفندقية,Makkah,10005498,1-Star,Active,291316
Wehdah AlKhair Hotel,فندق وحدة الخير الفندقية,Makkah,10006279,Unclassified/Other,Active,254698
company abdulrazak badie al kutbi,شركة عبدالرزاق بديع الكتبي لخدمات المعتمرين,Makkah,10006235,1-Star,Active,287500
"Amjad Al Jazeera Hotel, a branch of Amjad Al Jazee",فندق أمجاد الجزيرة فرع شركة أمجاد الجزيرة للإستثمار العقاري,Makkah,10006915,1-Star,Active,228471
burg al ziafa hotel,فندق برج الضيافة مبارك للخدمات الفندقيه,Makkah,10006939,1-Star,Active,220148
Anwar Aseel Hotel,فندق أنوار أصيل الفندقية,Makkah,10006661,1-Star,Active,241411
SQAA ALASEEL HOTEL,فندق الأصيل سقاية الفندقية,Makkah,10006674,2-Star,Active,218077
soha Tourist Accommodation Company,شركة صها للايواء السياحي,Makkah,10006382,1-Star,Active,259476
Al Dana Diamond Hotel Company,شركة الدانه الماسية الفندقية شركة شخص واحد,Makkah,10006701,4-Star,Active,219752
Mathir Al-Jwar Hotel,فندق مآثر الجوار الفندقية,Makkah,10007321,1-Star,Active,218002
Jaralbait Hotel,فندق جار البيت الفندقية,Makkah,10007326,1-Star,Active,223278
REHAB ALMARWA 2 HOTEL,فندق رحاب المروة اثنين الفندقية,Makkah,10007505,1-Star,Active,219571
Durrat Al Bahja Hotel for Tourist Accommodation,فندق درة البهجة للايواء السياحي,Makkah,10007503,1-Star,Active,228045
Makarem Alfirdous Hotel,فندق مكارم الفردوس الفندقية,Makkah,10007496,1-Star,Active,288175
Sunrise Ajyad Hotel,شركة اشراق اجياد الفندقية,Makkah,10007494,1-Star,Active,239218
Kenana Al Azizia Hotel for Hotel Services,فندق كنانة العزيزية للخدمات الفندقيه,Makkah,10007493,1-Star,Active,259075
al naseem alarabie hotel,فندق النسيم العربي الفندقية,Makkah,10007490,1-Star,Active,197434
Hotel hotel descriptions,فندق الاوصاف الفندقية,Makkah,10007485,1-Star,Active,211538
Pearl of Serenity Hotel for Hotel Services,فندق لؤلؤة الصفاء للخدمات الفندقيه,Makkah,10007483,1-Star,Active,242819
SARAYA ALJIWAR HOTEL,فندق سرايا الجوار الفندقية,Makkah,10007482,1-Star,Active,220415
High Feelings Hotel,فندق عالية المشاعر الفندقية,Makkah,10007478,1-Star,Active,254795
Durrat Hassan Hotel for Hotel Services,فندق درة حسن للخدمات الفندقيه,Makkah,10009778,1-Star,Active,255022
Roots hotel,شركة جذور الفندقية شركة شخص واحد,Makkah,10006437,1-Star,Active,241410
Al Marwa Rayhaan by Rotana,فندق المروة ريحان فرع شركة جوار لإدارة وتسويق وتطوير العقار,Makkah,10007293,4-Star,Active,218413
Company ZOHRA ALMADAIN Hotel,شركة زهرة المدائن الفندقية شركة شخص واحد,Makkah,10007316,1-Star,Active,239235
Jawharat Nouran Hotel Company for Tourist Accommod,شركة فندق جوهرة نوران للايواء السياحي,Makkah,10007272,1-Star,Active,97369
Wardat AL Mashaeri Hotel,فندق وردة المشاعر الفندقية,Makkah,10007282,1-Star,Active,254537
DAR ALMAQAM HOTEL,فندق دار المقام الفندقية,Makkah,10007278,1-Star,Active,290556
Al BOW Hotel Towers,فندق أبراج البو الفندقية,Makkah,10007322,1-Star,Active,219936
Hotel SARI AL-RUABI Hotel,فندق ساري الروابي الفندقية,Makkah,10007340,1-Star,Active,224539
NAJMAH THAKHER HOTEL,فندق نجمة ذاخر للضيافة السياحي,Makkah,10007338,1-Star,Active,219919
NEW LEVEL HOTEL,شركة نيو ليفيل المحدودة,Makkah,10007337,1-Star,Active,244330
Orvana Company,شركة أورفانا,Makkah,10007342,2-Star,Active,239208
HOTEL DURRA ALAHBAH,فندق درة الاحبه الفندقية,Makkah,10007590,1-Star,Active,290144
Hotel MAGHAM AL-DHAHABI Hotel,فندق مقام الذهبى الفندقية,Makkah,10007588,1-Star,Active,220493
zilzl alnuzala,فندق ظلال النزلاء للضيافة السياحي,Makkah,10007587,2-Star,Active,229916
Manayer Alosoul hotel,فندق مناير الأصول الفندقية,Makkah,10007586,1-Star,Active,289956
Golden Entity Message Company,شركة رسالة الكيان الذهبيه,Makkah,10007582,1-Star,Active,220630
Mena hotel,شركة بوابة منى الفندقية,Makkah,10007579,2-Star,Active,221923
Moyyad Abdulrahman  Banonah Hotel Est,مؤسسة مؤيد عبدالرحمن بن عبدالعزيز بنونه الفندقية,Makkah,10007566,1-Star,Active,244275
Loloat Noura Hotel Company for Tourist Accommodati,شركة فندق لؤلؤة نوران للايواء السياحي,Makkah,10006407,1-Star,Active,217991
Hayatt Makarim Ajyad Hotelt,فندق حياة مكارم اجياد الفندقية,Makkah,10006359,1-Star,Active,254616
Snood Al Dana Hotel,شركة سنود الدانه للخدمات الفندقيه شركة شخص واحد,Makkah,10006360,1-Star,Active,259358
company khadamat al muttahidun ltd,شركة خدمات المتحدون المحدودة,Makkah,10006340,1-Star,Active,298735
SARAYA AL DEAFAH HOTEL,فندق سرايا الضيافة الفندقية,Makkah,10006602,3-Star,Active,225640
Al-Olayan Ajyad Hotel,فندق العليان اجياد الفندقية,Makkah,10006531,1-Star,Active,255575
Suites Al Maqam Hotel,فندق سويتس المقام الفندقية,Makkah,10006477,1-Star,Active,239214
Al Miqat Hotel Services Company,فندق الميقات اجياد للايواء السياحي,Makkah,10006614,1-Star,Active,240094
Roya Al Mawaddah Hotel for Tourist Accommodation,فندق رؤيا المودة للايواء السياحي,Makkah,10006613,1-Star,Active,246599
Hussain Biyari Hotel,فندق حسين حسن علي بياري الفندقية,Makkah,10006349,1-Star,Active,241132
Diyar Al Bait Hotel,فندق ديار البيت الفندقية,Makkah,10006404,1-Star,Active,220437
Tara Mahbas Hotel,فندق تارا المحبس,Makkah,10007265,1-Star,Active,242812
Durrat Taiba Company,شركة درة طيبة المحدودة,Makkah,10007290,1-Star,Active,223860
MANAR AL MASHAEIR HOTEL,فندق منار المشاعر الفندقية,Makkah,10007277,1-Star,Active,95426
Lapa Darna Hotel,فندق لابا دارنا الفندقية,Makkah,10007257,1-Star,Active,218819
Khaled Hussein Ali Hotel Hotel Facility,فندق خالد حسين علي مرفق الفندقية,Makkah,10007237,1-Star,Active,239818
mnazil albait company,شركة منازل البيت المحدودة,Makkah,10007289,1-Star,Active,271676
ALTALAAYIE HOTEL COMPANY,شركة الطلائع الفندقية,Makkah,10007227,1-Star,Active,213724
Mawasem Al Khair Hotel Establishment,مؤسسة مواسم الخير الفندقية,Makkah,10007195,1-Star,Active,295915
MAKAREM ALHIJRA HOTEL,فندق مكارم الهجرة الفندقية,Makkah,10007024,1-Star,Active,221988
RAKAYA for serviced apartments,شقق ركايا للشقق المخدومة,Makkah,10007050,2-Star,Active,288417
Farah Tower Hotel,فندق برج فرح الفندقية,Makkah,10007079,1-Star,Active,239205
Diyar Al-Mashaer Serviced Apartments,شقق ديار المشاعر للشقق المخدومة,Makkah,10006728,2-Star,Active,255057
Swissotel Al Maqam Makkah,شركة ابراج ساره للاستثمار العقاري فندق سويس أوتيل المقام مكة,Makkah,10007391,4-Star,Active,219927
Diyar almashaer hotel,فندق ديار المشاعر الفندقية,Makkah,10006493,2-Star,Active,231074
Rawda Mayra hotel,فندق روضة ميار الفندقية,Makkah,10006621,1-Star,Active,292738
company maysan almashaer hotel,شركة ميسان المشاعر الفندقية,Makkah,10006698,1-Star,Active,218307
DARE LAMAR HOTEL,فندق دار لمار الفندقية,Makkah,10006418,1-Star,Active,246520
Mina View Hotel,فندق منى فيو للايواء السياحي,Makkah,10006356,1-Star,Active,287935
Blue Coral Hotel,فندق المرجان الأزرق للخدمات الفندقيه شركةشخص واحد,Makkah,10006582,1-Star,Active,218987
Emaar Al Khalil Hotel,فندق اعمار الخليل الفندقية,Makkah,10006673,2-Star,Active,218539
areej alzahbi hotel,فندق اريج الذهبي الفندقية,Makkah,10006671,1-Star,Active,218991
Snod Hotel Company,شركة سنود الفندقية شركة مساهمة مقفلة,Makkah,10006384,1-Star,Active,244498
hijrat alkhayr hotel,فندق هجرة الخير الفندقية,Makkah,10007279,1-Star,Active,218034
Karamak Two Hotel,فندق كرمك اثنين الفندقية,Makkah,10007162,Unclassified/Other,Active,217716
Abeer Al-Azizia Hotel,شركة فندق عبير العزيزية الفندقية,Makkah,10007264,1-Star,Active,220516
Saraya Al Taj Hotel Services Company,شركة سرايا التاج للخدمات الفندقيه,Makkah,10007212,1-Star,Active,218376
durrat mina hotel,فندق درة مني,Makkah,10007169,1-Star,Active,232043
KNOOZ ALDIAFAH TWO Hotel Company,شركة كنوز الضيافة اثنين الفندقية,Makkah,10007251,1-Star,Active,231031
balad Tower Hotel,فندق برج البلد الفندقية,Makkah,10007184,1-Star,Active,231770
Rawad Al Bait Hotel Company,شركة رواد البيت الفندقية,Makkah,10007121,1-Star,Active,211646
MIRA RAWDAH HOTEL,فندق ميرة الروضة للضيافة السياحي,Makkah,10007132,1-Star,Active,218268
manasek alhijrah hotel,فندق مناسك الهجرة الفندقية,Makkah,10007143,1-Star,Active,220981
WARDAT ALMUEABADA HOTEL,شركة وردة المعابدة الفندقية,Makkah,10007476,1-Star,Active,292179
Najma Ghazi Hotel for tourist accommodation,فندق نجمة غازي للايواء السياحي,Makkah,10007475,1-Star,Active,298295
diouf almaqam company,شركة ضيوف المقام الفندقية,Makkah,10007473,1-Star,Active,239633
sari mina hotel,فندق ساري منى الفندقية,Makkah,10007472,1-Star,Active,290216
funduq manarat alsharieat alfunduqia,فندق منارة الشريعة الفندقية,Makkah,10007471,1-Star,Active,219737
Turkish Hotel Khaled Bin Hussein Al Sharif Hotel,فندق تركي خالد بن حسين الشريف الفندقية,Makkah,10007468,1-Star,Active,220983
SAWAED ALKHAIR,فندق سواعد الخير الفندقية,Makkah,10007467,1-Star,Active,219439
Hotel shabab Delma,فندق شباب دلما الفندقية,Makkah,10007465,1-Star,Active,220357
Mila Hotel 2,فندق ميلا اثنين الفندقية,Makkah,10007463,1-Star,Active,221092
HOTEL SHAAER ALHAYAT,فندق شعائر الحياة الفندقية,Makkah,10007459,1-Star,Active,300384
Cent Azizia Hotel,فندق سنت العزيزية الفندقية,Makkah,10006834,2-Star,Active,239443
Musalli for hotel Company,شركة مصلي الفندقية,Makkah,10006560,3-Star,Active,259316
Arkan Albeit jarwal Hotel Company,شركة فندق اركان البيت جرول الفندقية,Makkah,10006530,1-Star,Active,289636
Jabal Omar Address hotel,فندق جبل عمر العنوان الفندقية,Makkah,10006429,5-Star,Active,219541
swiss alkhalil hotel,فندق سويس الخليل الفندقية,Makkah,10006643,1-Star,Active,218781
Akhyar Al Mahbas Hotel Company,شركة أخيار المحبس الفندقية,Makkah,10006686,2-Star,Active,20532
rwad almnasek,شركة رواد المناسك لتشغيل الفنادق,Makkah,10006794,1-Star,Active,231934
The First Distinctive Hotel Company,شركة المميزة الاولى الفندقية,Makkah,10006638,1-Star,Active,213860
Remal alarab Hotel,فندق رمال العرب الفندقية,Makkah,10006909,1-Star,Active,287955
Wardat Al Wafa Hotel,فندق وردة الوفا الفندقية,Makkah,10007102,1-Star,Active,244329
ALTALAAYIE HOTEL COMPANY,شركة الطلائع الفندقية,Makkah,10007275,1-Star,Active,218019
Diwan Albait Hotel,فندق ديوان البيت الفندقية,Makkah,10007064,1-Star,Active,220698
Tala Alsharq co ltd,شركة طلع الشرق المحدودة,Makkah,10007025,2-Star,Active,291315
Alesayi Hospitalty ( Mercure Makkah Aziziyah),شركة فندق العيسائي للضيافة,Makkah,10007296,Unclassified/Other,Active,242954
Masa'er Al-Mashaer Hotel Establishment,مؤسسة ماسة المشاعر الفندقية,Makkah,10007107,1-Star,Active,243062
Arkan Bakkah Hotel,فندق اركان بكة الفندقية,Makkah,10007144,1-Star,Active,244317
Saud.q.almatrafi@gmail.com,فندق عبير قبلان المطرفي الفندقية,Makkah,10007103,1-Star,Active,241154
Top Leader Company,شركة متصدر المقام,Makkah,10007196,1-Star,Active,217979
Al-Bairaq Hotel,فندق البيرق الفندقية,Makkah,10007130,3-Star,Active,221986
Abeer Alfadilah Hotel,فندق عبير الفضيلة الفندقية,Makkah,10002354,1-Star,Active,223555
rehab al janadriyah hotel,فندق رحاب الجنادرية الفندقية,Makkah,10002231,Unclassified/Other,Active,289215
Al Mozn Al Motaliqah Hotel,فندق المزن المتألقة,Makkah,10005919,1-Star,Active,240168
Diyar AlMashaer Alhadiyah Hotel,فندق ديار المشاعر الهداية الفندقية,Makkah,10006697,1-Star,Active,237519
Masa Al Rayyan Hotel for Tourist Accommodatino,فندق ماسة الريان للايواء السياحي,Makkah,10006922,1-Star,Active,244299
BADER AL HADETH HOTEL,فندق بدر الحديث الفندقية,Makkah,10006708,1-Star,Active,239217
Moro company,شركة مورو العالمية للشقق والفنادق شركة شخص واحد,Makkah,10006632,2-Star,Active,218357
Manasek Al Noor Company for Building Management an,شركة مناسك النور لإدارة وتشغيل المباني ,Makkah,10006734,1-Star,Active,219190
Ehdaa Al Wissam Hotel,فندق اهداء الوسام الفندقية,Makkah,10006651,1-Star,Active,218445
Elaf Ajyad Hotel,فندق ايلاف اجياد فرع شركة ايلاف للفنادق,Makkah,10006726,1-Star,Active,237589
Snood Al Huda Hotel,فندق سنود الهدى الفندقية,Makkah,10006706,1-Star,Active,259135
Al Fajr Al Budaiya One Hotel,فندق الفجر البديع واحد للخدمات الفندقيه,Makkah,10006603,2-Star,Active,2060
SHAAB SULTANAH HOTEL,فندق شعب سلطانة الفندقية,Makkah,10006785,1-Star,Active,252047
Nada Ajyad Hotel,فندق ندى أجياد للضيافة السياحي,Makkah,10007094,1-Star,Active,219828
Jawharat Al Badi Hotel,فندق جوهرة البدائع الفندقية,Makkah,10007118,1-Star,Active,219499
Awtad Almotheda Hotel,فندق اوتاد المتحدة لتشغيل الفنادق,Makkah,10007021,1-Star,Active,218828
Sha'a Al Shaab One Hotel for Tourist Accommodation,فندق شعاع الشعب واحد للايواء السياحي,Makkah,10007085,1-Star,Active,220137
Wirgan Al Aziziyah Hotel for Hotel Services,فندق ورقان العزيزية للخدمات الفندقية,Makkah,10007172,4-Star,Active,244323
Karmak One Hotel Hotel,فندق كرمك واحد الفندقية,Makkah,10007149,1-Star,Active,213973
Salsabil Three Hotel,فندق سلسبيل ثلاثة الفندقية,Makkah,10007065,1-Star,Active,218344
BASAMA ALDIYAFAH HOTEIS COMPANY,شركة فندق بسمة الضيافة الفندقية,Makkah,10007180,1-Star,Active,218683
Al Manara Ewaa Hotel,فندق المنارة إيواء الفندقية,Makkah,10007249,2-Star,Active,47430
DARCOM LAND MARK,شركة المعالم للشقق المخدومة,Makkah,10006795,1-Star,Active,220110
Ajwaa Alhateem For hotels Services Company,شركة أجواء الحطيم الفندقية,Makkah,10006646,1-Star,Active,221919
EMAAR ALMANAR HOTEL,فندق اعمار المنار الفندقية,Makkah,10006860,Unclassified/Other,Active,232069
Diary Ahlam AlFawz Hotel Services Co,شركة دياري أحلام الفوز للخدمات الفندقيه,Makkah,10006668,Unclassified/Other,Active,239201
alziady hotel,فندق الزيادي اجياد,Makkah,10006812,1-Star,Active,224933
Nawazi Hotel Towers,فندق ابراج نوازي الفندقيه,Makkah,10006951,3-Star,Active,221976
Snood Ajyad Hotel Services,شركة سنود اجياد للخدمات الفندقيه شركة شخص واحد,Makkah,10006665,2-Star,Active,211548
Waseem Al Aziziyah Hotel,فندق وسيم العزيزية الفندقية,Makkah,10006682,1-Star,Active,218365
Nawara Shams Hotel,فندق نوارة شمس الفندقية,Makkah,10006720,1-Star,Active,218600
Sama Al Mashaer Hotel for Tourist Accommodation,فندق سما المشاعر للايواء السياحي,Makkah,10006707,1-Star,Active,220069
ZEWAR  MASHAER ALQASR HOTEL,فندق زوار المشاعر القصر الفندقية,Makkah,10007045,1-Star,Active,244595
Hayat Taiba Tourist Hostel,نزل حياة طيبه للنزل السياحيه,Makkah,10007104,Unclassified/Other,Active,271515
awtad almotheda hotel,فندق اوتاد المتحده للضيافة السياحي,Makkah,10007010,1-Star,Active,218857
HOTEL NARGIS ALHADIQA,فندق نرجس الحديقة,Makkah,10007206,1-Star,Active,68044
MEEZAB ALSABIQ 1 HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10007099,1-Star,Active,248527
Yamam First Hotel Company,شركة فندق يمام الاول الفندقية,Makkah,10007019,1-Star,Active,253962
elaf albait hotel,فندق ايلاف البيت للضيافة السياحي,Makkah,10007001,1-Star,Active,103214
Rabwat Al Safwah Hotel,فندق ربوة الصفوة,Makkah,10007100,1-Star,Active,271759
Swiss Grand Hotel,فندق سويس جراند الفندقية,Makkah,10007059,1-Star,Active,219932
ALTAQWA ALMASSI HOTEL,فندق التقوى الماسي الفندقية,Makkah,10007012,1-Star,Active,239363
Mashreq Kuadi Hotel,فندق مشرق كدي التجارية,Makkah,10007032,1-Star,Active,253984
Maqam Al Hijaz Tourism Hospitality Company,شركة مقام الحجاز للضيافة السياحي,Makkah,10005865,1-Star,Active,239400
Company HAYAT AL-DYAFA for serviced apartments,شركة حياة الضيافة للشقق المخدومة,Makkah,10002887,Code 27,Active,302635
Company MULTAQA ALAIMAN for hospitality tourism,شركة ملتقى الايمان للضيافة السياحي,Makkah,10006745,2-Star,Active,242801
laylat saba waeishrin Hotel,فندق ليلة سبع وعشرين الفندقية,Makkah,10006953,1-Star,Active,287815
MISK UMM ALQURA HOTEL,فندق مسك ام القري,Makkah,10006857,1-Star,Active,255021
Zahrat AlYasser Hotel,فندق زهرة الياسر الفندقية,Makkah,10006786,1-Star,Active,239495
Wahat Ajyad Travel and Tourism Co,شركة واحة أجياد للسفر و السياحة شخص واحد,Makkah,10006757,1-Star,Active,219817
Alhashmiah Tower Hotel,فندق برج الهاشمية للايواء السياحي,Makkah,10006702,1-Star,Active,221001
NUR HAYAT HOTEL,شركة نور حياة الفندقية شخص واحد,Makkah,10006808,1-Star,Active,211576
Nazeel El MAshaer,فندق نزيل المشاعر الفندقية,Makkah,10006896,1-Star,Active,223254
company saja alghazza hotel,شركة سجى الغزة الفندقية,Makkah,10006873,1-Star,Active,16970
AL RABEH BILLA HODOUD Co,شركة الرابح بلا حدود للخدمات الفندقيه,Makkah,10006884,3-Star,Active,211546
alfanadiq alfaransiat alraabieat alfunduqia,فندق منازل الفرقان الرابع الفندقية,Makkah,10009529,1-Star,Active,231940
Furqan Al-Sani Homes,فندق منازل الفرقان الثاني الفندقية,Makkah,10009528,1-Star,Active,228015
Nour AlMask Hotel Services Company,شركة نور المسك للخدمات الفندقية,Makkah,10009575,1-Star,Active,242933
NAJMA ASEEL Hotel,فندق نجمة أسيل الفندقية,Makkah,10009572,1-Star,Active,291181
Manazel Al Maqam Hotel Services Company,شركة منازل المقام للخدمات الفندقيه شخص واحد,Makkah,10009571,1-Star,Active,232374
Company Maysan Alaziziyz hotel,شركة ميسان العزيزية الفندقية شخص واحد,Makkah,10009624,1-Star,Active,220429
Hindibaa Hotel,فندق الهندباء للضيافة السياحي,Makkah,10009612,1-Star,Active,255118
MEEZAB ALMUQARBIN HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10009564,1-Star,Active,291177
express co for hajj and omrah,فرع شركة اكسبرس للحج والعمرة,Makkah,10009563,1-Star,Active,221983
Company EL MASSE ZAKHER To operate hotels,شركة الماسه ذاخر لتشغيل الفنادق شركة شخص واحد,Makkah,10009632,1-Star,Active,239315
Mahwa Alfuad Hotel Company,شركة مهوى الفؤاد الفندقية,Makkah,10009644,1-Star,Active,289535
Sheraton Makkah Jabal Al Kaaba Hotel,شركة شيراتون مكة شركة شخص واحد,Makkah,10009788,4-Star,Active,218579
Kudi Tower Hotel 2,شركة كدي تاور للخدمات الفندقيه,Makkah,10009782,1-Star,Active,223290
Kian Al Raya Tourism Hospitality Company,شركة كيان الرايه للضيافة السياحي,Makkah,10009537,1-Star,Active,221617
ALHEDYA HOTEL,فندق الهداية الكبرى الفندقية,Makkah,10009533,1-Star,Active,234972
Al Noor Place Hotel for Tourism and Hospitality,فندق مكان النور للضيافة السياحي,Makkah,10009532,1-Star,Active,239361
LULUAT almisk hotel,شركة لؤلؤة المسك الفندقية,Makkah,10009585,1-Star,Active,250234
Wafaq Al Mashaer Hotel Company for Tourism Hospita,شركة فندق وفاق المشاعر للضيافة السياحي,Makkah,10009584,1-Star,Active,239437
Arafat Gold Company,شركة عرفات الذهبية,Makkah,10009581,1-Star,Active,221221
Ladan Silver Hotel,شركة قطوف الضيافة للايواء السياحي,Makkah,10009579,1-Star,Active,230823
HOTEL NOZOL ALNASSIM,فندق نزل النسيم الفندقية,Makkah,10009578,1-Star,Active,291478
hotel al sanabel al dhahbia,فندق السنابل الذهبية اثنين للخدمات الفندقيه,Makkah,10009603,1-Star,Active,288535
Rowad Asfour Wahid Hotel,فندق رواد عصفور واحد الفندقية,Makkah,10009601,1-Star,Active,271758
ORVANA Zakher Hotel,شركة أورفانا,Makkah,10009598,1-Star,Active,234537
aldyafah alasryah,شركة الضيافة العصرية الفندقية,Makkah,10009609,1-Star,Active,241443
Jawaher Al Bait Hotel for  tourist Accommo,فندق جواهر البيت للايواء السياحي,Makkah,10009608,1-Star,Active,218372
Ayan Al-Maabda Hotel,فندق أعيان المعابدة,Makkah,10009607,1-Star,Active,242833
KAYAN ALAMJAD EST,مؤسسة كيان الامجاد,Makkah,10009482,Unclassified/Other,Active,293355
aanwar almnarat alzahbya hotel,فندق أنوار المنارات الذهبية الفندقية,Makkah,10009702,1-Star,Active,292275
ANWAR AL WADI HOTEL,فندق انوار الوادي الفندقية,Makkah,10009713,1-Star,Active,289697
Saad Palace Hotel Establishment,مؤسسة قصر سعاد الفندقية,Makkah,10009756,1-Star,Active,258857
safat hotel,فندق صافات للخدمات الفندقيه,Makkah,10009470,1-Star,Active,239440
Kauthar Hospitality Company for Hotel Services,شركة كوثر الضيافه للخدمات الفندقية شخص واحد,Makkah,10009631,1-Star,Active,248513
sawaeid alealamia co,شركة سواعد العالمية لتشغيل الفنادق,Makkah,10009524,1-Star,Active,230805
pride and joy,شركة برايد اند جوي العربية للمقاولات شركة شخص واحد,Makkah,10009523,1-Star,Active,293135
ALKHULAFAA ALFYSALIYAH HOTEL,فندق الخلفاء الفيصلية الفندقية,Makkah,10009463,1-Star,Active,240177
Akalil Tourism Hospitality Company,شركة أكاليل للضيافة السياحي,Makkah,10009456,1-Star,Active,287775
funduq rawdat alsharieat alfunduqia,فندق روضة الشريعة الفندقية,Makkah,10009461,1-Star,Active,217955
Saraya Al Mahbas Hotel,فندق سرايا المحبس الفندقية,Makkah,10009541,1-Star,Active,218611
Osoul Al Jawhara Hotel Company,شركة أصول الجوهره الفندقية,Makkah,10009595,1-Star,Active,289698
taj alirtifa Company,شركة تاج الارتفاع,Makkah,10009590,1-Star,Active,213856
SRUH ALMAQAM REAL ESTATE,شركة صروح المقام للتطوير والاستثمار العقاري,Makkah,10009587,Unclassified/Other,Active,239255
MANAR ALMINA HOTEL,فندق منارة المنى للايواء السياحي,Makkah,10009639,1-Star,Active,221118
Alaa Company Limited,شركة العلاء المحدودة,Makkah,10009282,1-Star,Active,293890
Hareth Mohammed Saleh Bahareth Hotel,فندق حارث محمد صالح باحارث الفندقية,Makkah,10009281,1-Star,Active,218793
PLUE PEARL HOTEL,فندق اللؤلؤة الزرقاء الفندقية,Makkah,10009279,1-Star,Active,239776
Alusol almasyah Tourism Hospitality comp,شركة الأصول الماسية للضيافة السياحي,Makkah,10009277,1-Star,Active,254538
Faisal Al Safwa Hotel,فندق فيصل الصفوة الفندقية,Makkah,10008815,1-Star,Active,288875
shba allmassi,شركة شبا الماسي الفندقية,Makkah,10009268,1-Star,Active,1845
Taaj Alzahabiyah Hotel,فندق تاج الذهبية الفندقية,Makkah,10009267,1-Star,Active,288716
ares hotels,شركة اريس المشاعر لتشغيل الفنادق,Makkah,10008895,1-Star,Active,221977
Jawaher Al Hashimiya Hotel for Tourist Accommodati,فندق جواهر الهاشمية للايواء السياحي,Makkah,10008889,1-Star,Active,239210
Alyaser Royal Hotel,فندق اليسر رويال الفندقية,Makkah,10008885,1-Star,Active,197446
diwan alnuzha services apartments,شقق ديوان النزهة للشقق المخدومة,Makkah,10008879,2-Star,Active,218458
Nada Al Hijra Hospitality Tourist Hotel,فندق ندى الهجرة للضيافة السياحي,Makkah,10008863,1-Star,Active,241408
ifah Company Limited,شركة إيفاه المحدودة,Makkah,10008704,1-Star,Active,250263
Orooq Al-Thahab Al Makkiah,فندق عروق الذهب المكية,Makkah,10008695,1-Star,Active,254921
Courtyard By Marriott Makkah,شركة كورت يارد باي ماريوت كدي الفندقية,Makkah,10008693,4-Star,Active,273
MANARAH ALEMAN HOTEL,فندق منارة الايمان للايواء السياحي,Makkah,10008679,1-Star,Active,220358
Aseel Al-Mask Hotel Company,شركة اصيل المسك الفندقية,Makkah,10008678,1-Star,Active,239211
seventh square hotel,فندق المربع السابع للايواء السياحي,Makkah,10008673,1-Star,Active,240188
Company AL-RUWABET AL-MUTAGAMLA for hospitality to,شركة الروابط المتكاملة للضيافة السياحي شخص واحد,Makkah,10008654,1-Star,Active,254515
MEEZAB JARWAL HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10008652,1-Star,Active,244315
MEEZAB ALBIBAN HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10008651,1-Star,Active,244355
luluuh alzarqa hotel,فندق لؤلؤه الزرقاء للايواء السياحي,Makkah,10008649,1-Star,Active,219853
funduq hadiqat alruwz alfunduqia,فندق حديقة الروز الفندقية,Makkah,10008862,1-Star,Active,241133
Rawaa Al Shamoukh Hotel Company for Tourism Hospit,شركة فندق روعة الشموخ للضيافة السياحي,Makkah,10009674,1-Star,Active,239209
Hotel DORRA ALJAWHARA for hospitality tourism,فندق درة الجوهرة للضيافة السياحي,Makkah,10009671,1-Star,Active,271817
company maysan alsafa hotel,شركة ميسان الصفا الفندقية شخص واحد,Makkah,10009670,1-Star,Active,219386
Nukhbah Hotel,فندق نخبة الجوار الفندقية شخص واحد,Makkah,10009680,1-Star,Active,217965
Zad Al Majd Hotel,فندق زاد المجد الفندقية,Makkah,10009730,1-Star,Active,241995
Lulua Mechaar Hospitality Tourism,شركة لؤلؤة المشاعر للايواء السياحي,Makkah,10009724,1-Star,Active,259455
zahert alforsan hotel,شركة زهرة الفرسان الفندقية,Makkah,10009722,1-Star,Active,223336
SHURAKAA AL KHAIR AJYAD HOTEL,فندق شركاء الخير اجياد للضيافة السياحي,Makkah,10009750,1-Star,Active,232406
maidan al bait,شركة ميدان البيت الفندقية شخص واحد,Makkah,10009770,1-Star,Active,221816
Karam Al Mashaer Hotel,فندق كرم المشاعر للخدمات الفندقيه,Makkah,10009765,1-Star,Active,294435
Cent AlKhair Hotel,فندق سنت الخير الفندقية,Makkah,10008630,1-Star,Active,241142
Atheer Al Mashaer Hotel for Distinctive Tourism Ho,فندق أثير المشاعر المتميزة للضيافة السياحي,Makkah,10008627,1-Star,Active,237450
nasamatalyaqin,فندق نسمات اليقين للايواء السياحي,Makkah,10008611,1-Star,Active,225236
MANAR ALTAWHID TWO,فندق منار التوحيد اثنين الفندقية,Makkah,10008598,1-Star,Active,218492
Hotal Kinan Alzizia,فندق كنان العزيزية للايواء السياحي,Makkah,10008597,1-Star,Active,254615
zwar albait hotel,فندق زوار البيت,Makkah,10008588,3-Star,Active,221990
company maysan aljanubiah hotel,شركة ميسان الجنوبية الفندقية شخص واحد,Makkah,10008584,1-Star,Active,220480
Durrat Asmaa Hotel,درة أسماء الفندقية,Makkah,10009712,1-Star,Active,255529
